"Status Code/Type"	"Row Name"	"Run #"	"Mapped Attributes and Options.Output Constraint Attributes.MeanMass - Lower Bound"	"Mapped Attributes and Options.Output Constraint Attributes.MeanMass - Upper Bound"	A	B	C	D	TargetMass	MeanLoad	MeanMass	"Optimization1 Results.Constraint Values at Optimum.MeanMass (Lower Bound Constraint)"	"Optimization1 Results.Constraint Values at Optimum.MeanMass (Upper Bound Constraint)"	"Optimization1 Results.Optimal Design.A"	"Optimization1 Results.Optimal Design.B"	"Optimization1 Results.Optimal Design.C"	"Optimization1 Results.Optimal Design.D"	"Optimization1 Results.Optimal Design.MeanLoad"	"Optimization1 Results.Optimal Design.MeanMass"	"Optimization1 Results.Optimal Design.Objective and Penalty"	"Optimization1 Results.Optimal Design.Objective Function"	"Optimization1 Results.Optimal Design.Penalty Function"	"Optimization1 Results.Optimal Design.ReliableLoad"	"Optimization1 Results.Optimal Design.Run #"	"Optimization1 Results.Optimal Design.SDLoad"	ReliableLoad	SDLoad
OK	Task[1].Loop[1]/Subflow[1]	1	0.8165	0.8174999999999999	36	12	15	30	0.817	38.673723306338985	0.8175003552135034	-0.001132263965482	0.0000004020526355	28.8	12.148525177853811	12	24	38.673723306338985	0.8175003552135034	-0.7813784776151373	-0.7813784776151373	0	33.43757895815455	56	1.7453948347201402	33.43757895815455	1.7453948347201402
OK	Task[1].Loop[1]/Subflow[2]	2	0.8175	0.8184999999999999	36	12	15	30	0.818	39.06822040612994	0.8185008285625892	-0.0011327997312838	0.0000009378184373	28.8	12.666789531601513	12	24	39.06822040612994	0.8185008285625892	-0.789371068620678	-0.789371068620678	0	33.79062267744241	61	1.7592127341153114	33.79062267744241	1.7592127341153114
OK	Task[1].Loop[1]/Subflow[3]	3	0.8185	0.8194999999999999	36	12	15	30	0.819	39.46442483360039	0.8194999999911998	-0.001131861902886	-0.0000000000099605	28.8	13.170253868537063	12	24	39.46442483360039	0.8194999999911998	-0.7974121039482471	-0.7974121039482471	0	34.15271692324372	66	1.7705828818138327	34.15271692324372	1.7705828818138327
OK	Task[1].Loop[1]/Subflow[4]	4	0.8195	0.8204999999999999	36	12	15	30	0.82	39.85703611814094	0.8205000030656093	-0.0011318653826931	0.0000000034698466	28.8	13.674088689417482	12	24	39.85703611814094	0.8205000030656093	-0.8054016182474592	-0.8054016182474592	0	34.52314909786153	66	1.777975975121545	34.52314909786153	1.777975975121545
OK	Task[1].Loop[1]/Subflow[5]	5	0.8205	0.8214999999999999	36	12	15	30	0.821	40.23937263298423	0.8215000090384481	-0.0011318721431218	0.0000000102302753	28.8	14.199630057130422	12	24	40.23937263298423	0.8215000090384481	-0.8132162993711274	-0.8132162993711274	0	34.90248781428884	66	1.778975248919326	34.90248781428884	1.778975248919326
OK	Task[1].Loop[1]/Subflow[6]	6	0.8215	0.8224999999999999	36	12	15	30	0.822	40.509752042756574	0.8225000008944721	-0.0011318629252655	0.000000001012419	28.8	14.419965590000004	12.155733874826753	24	40.509752042756574	0.8225000008944721	-0.8187837061893274	-0.8187837061893274	0	35.1930365974794	86	1.7722520729046023	35.1930365974794	1.7722520729046023
OK	Task[1].Loop[1]/Subflow[7]	7	0.8225	0.8234999999999999	36	12	15	30	0.823	40.72797875071987	0.8235000018597034	-0.0011318640177741	0.0000000021049276	28.8	14.419965590000004	12.406346791897295	24	40.72797875071987	0.8235000018597034	-0.8232504187247116	-0.8232504187247116	0	35.41298237110893	91	1.7716790466441905	35.41298237110893	1.7716790466441905
OK	Task[1].Loop[1]/Subflow[8]	8	0.8235	0.8244999999999999	36	12	15	30	0.824	40.95942533301478	0.8245000374776297	-0.0011319043323482	0.0000000424195017	28.8	14.419965590000004	12.651482299303135	24	40.95942533301478	0.8245000374776297	-0.8279528643205215	-0.8279528643205215	0	35.62732593949023	91	1.7773800950289127	35.62732593949023	1.7773800950289127
OK	Task[1].Loop[1]/Subflow[9]	9	0.8245	0.8254999999999999	36	12	15	30	0.825	41.10173687934386	0.8254999088082176	-0.0011317586963413	-0.0000001032165052	29.65578146054727	14.419965590000004	12	24	41.10173687934386	0.8254999088082176	-0.8306641958184598	-0.8306641958184598	0	35.6613241925486	61	1.8134848029752133	35.6613241925486	1.8134848029752133
OK	Task[1].Loop[1]/Subflow[10]	10	0.8255	0.8264999999999999	36	12	15	30	0.826	41.32150536778025	0.8264999411196146	-0.0011317952683809	-0.0000000666444656	29.894186713977085	14.419965590000004	12	24	41.32150536778025	0.8264999411196146	-0.8351105491961777	-0.8351105491961777	0	35.85463260933614	61	1.8223048945080675	35.85463260933614	1.8223048945080675
